Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio,Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Beta,52 Week High,52 Week Low,50 Day Moving Average,200 Day Moving Average,Shares Outstanding,Dividend Yield
2023-01-03 00:00:00-05:00,4.650000095367432,4.75,4.429999828338623,4.5,29303200,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-01-04 00:00:00-05:00,4.539999961853027,4.880000114440918,4.494999885559082,4.769999980926514,48731400,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-01-05 00:00:00-05:00,4.659999847412109,4.730000019073486,4.559999942779541,4.630000114440918,30512000,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-01-06 00:00:00-05:00,4.659999847412109,4.695000171661377,4.489999771118164,4.619999885559082,31589500,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-01-09 00:00:00-05:00,4.670000076293945,5.0,4.670000076293945,4.820000171661377,50435000,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-01-10 00:00:00-05:00,4.800000190734863,5.130000114440918,4.78000020980835,5.119999885559082,42334400,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-01-11 00:00:00-05:00,5.150000095367432,5.190000057220459,4.980000019073486,5.150000095367432,41602100,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-01-12 00:00:00-05:00,5.190000057220459,5.380000114440918,4.989999771118164,5.360000133514404,49408800,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-01-13 00:00:00-05:00,5.224999904632568,5.489999771118164,5.190000057220459,5.440000057220459,32477100,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-01-17 00:00:00-05:00,5.449999809265137,5.71999979019165,5.360000133514404,5.639999866485596,37801400,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-01-18 00:00:00-05:00,5.650000095367432,5.699999809265137,5.480000019073486,5.559999942779541,38396700,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-01-19 00:00:00-05:00,5.409999847412109,5.53000020980835,5.309999942779541,5.409999847412109,32006500,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-01-20 00:00:00-05:00,5.485000133514404,5.75,5.431000232696533,5.670000076293945,31135600,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-01-23 00:00:00-05:00,5.710000038146973,5.889999866485596,5.630000114440918,5.869999885559082,39018500,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-01-24 00:00:00-05:00,5.775000095367432,6.0,5.730000019073486,5.789999961853027,32563800,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-01-25 00:00:00-05:00,5.639999866485596,5.869999885559082,5.539999961853027,5.789999961853027,30127800,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-01-26 00:00:00-05:00,5.900000095367432,5.940000057220459,5.650000095367432,5.710000038146973,29992300,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-01-27 00:00:00-05:00,5.690000057220459,6.039999961853027,5.630000114440918,5.940000057220459,48503500,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-01-30 00:00:00-05:00,6.590000152587891,7.005000114440918,6.369999885559082,6.679999828338623,164184300,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-01-31 00:00:00-05:00,6.659999847412109,6.949999809265137,6.510000228881836,6.929999828338623,68287100,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-02-01 00:00:00-05:00,6.929999828338623,7.46999979019165,6.860000133514404,7.380000114440918,75445300,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-02-02 00:00:00-05:00,7.670000076293945,8.239999771118164,7.449999809265137,7.71999979019165,106231100,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-02-03 00:00:00-05:00,7.400000095367432,7.985000133514404,7.309999942779541,7.460000038146973,55989100,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-02-06 00:00:00-05:00,7.349999904632568,7.639999866485596,7.260000228881836,7.409999847412109,41269900,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-02-07 00:00:00-05:00,7.369999885559082,7.449999809265137,7.139999866485596,7.380000114440918,40804000,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-02-08 00:00:00-05:00,7.320000171661377,7.494999885559082,7.190000057220459,7.199999809265137,25636300,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-02-09 00:00:00-05:00,7.269999980926514,7.364999771118164,6.840000152587891,6.889999866485596,50352400,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-02-10 00:00:00-05:00,6.760000228881836,6.889999866485596,6.639999866485596,6.809999942779541,37285300,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-02-13 00:00:00-05:00,6.75,6.900000095367432,6.679999828338623,6.760000228881836,23626800,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-02-14 00:00:00-05:00,6.659999847412109,6.820000171661377,6.429999828338623,6.739999771118164,28449700,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-02-15 00:00:00-05:00,6.820000171661377,7.289999961853027,6.800000190734863,7.25,35683800,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-02-16 00:00:00-05:00,7.073999881744385,7.28000020980835,6.949999809265137,6.980000019073486,30458000,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-02-17 00:00:00-05:00,6.889999866485596,6.960000038146973,6.510000228881836,6.619999885559082,30999500,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-02-21 00:00:00-05:00,6.460000038146973,6.570000171661377,6.329999923706055,6.420000076293945,26332900,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-02-22 00:00:00-05:00,6.400000095367432,6.579999923706055,6.369999885559082,6.539999961853027,22778900,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-02-23 00:00:00-05:00,6.650000095367432,6.690000057220459,6.389999866485596,6.550000190734863,19210200,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-02-24 00:00:00-05:00,6.380000114440918,6.449999809265137,6.309999942779541,6.380000114440918,16954200,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-02-27 00:00:00-05:00,6.449999809265137,6.5,6.3420000076293945,6.420000076293945,19082100,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-02-28 00:00:00-05:00,6.460000038146973,6.699999809265137,6.449999809265137,6.599999904632568,17430600,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-03-01 00:00:00-05:00,6.579999923706055,6.619999885559082,6.429999828338623,6.440000057220459,19827300,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-03-02 00:00:00-05:00,6.300000190734863,6.510000228881836,6.230000019073486,6.449999809265137,18003500,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-03-03 00:00:00-05:00,6.480000019073486,6.789999961853027,6.460000038146973,6.71999979019165,25456400,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-03-06 00:00:00-05:00,6.800000190734863,6.96999979019165,6.670000076293945,6.679999828338623,26214300,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-03-07 00:00:00-05:00,6.710000038146973,6.710000038146973,6.420000076293945,6.510000228881836,28344300,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-03-08 00:00:00-05:00,6.480000019073486,6.599999904632568,6.381999969482422,6.46999979019165,16558600,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-03-09 00:00:00-05:00,6.420000076293945,6.554999828338623,6.065000057220459,6.090000152587891,27793300,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-03-10 00:00:00-05:00,5.900000095367432,5.920000076293945,5.210000038146973,5.579999923706055,86809700,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-03-13 00:00:00-04:00,5.460000038146973,5.570000171661377,5.099999904632568,5.489999771118164,59761300,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-03-14 00:00:00-04:00,5.690000057220459,5.739999771118164,5.429999828338623,5.550000190734863,36750400,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-03-15 00:00:00-04:00,5.335000038146973,5.460000038146973,5.275000095367432,5.409999847412109,34260500,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-03-16 00:00:00-04:00,5.349999904632568,5.539999961853027,5.28000020980835,5.449999809265137,25128700,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-03-17 00:00:00-04:00,5.46999979019165,5.539999961853027,5.329999923706055,5.460000038146973,27173200,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-03-20 00:00:00-04:00,5.46999979019165,5.539999961853027,5.190000057220459,5.21999979019165,33271400,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-03-21 00:00:00-04:00,5.349999904632568,5.599999904632568,5.320000171661377,5.570000171661377,29210300,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-03-22 00:00:00-04:00,5.789999961853027,6.03000020980835,5.539999961853027,5.559999942779541,62273300,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-03-23 00:00:00-04:00,5.650000095367432,5.880000114440918,5.570000171661377,5.78000020980835,35687800,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-03-24 00:00:00-04:00,5.675000190734863,5.829999923706055,5.639999866485596,5.739999771118164,18657400,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-03-27 00:00:00-04:00,5.820000171661377,5.880000114440918,5.730000019073486,5.760000228881836,24284700,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-03-28 00:00:00-04:00,5.739999771118164,5.789999961853027,5.510000228881836,5.590000152587891,23185400,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-03-29 00:00:00-04:00,5.690000057220459,5.920000076293945,5.650000095367432,5.75,28461800,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-03-30 00:00:00-04:00,5.869999885559082,5.929999828338623,5.619999885559082,5.71999979019165,25094700,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-03-31 00:00:00-04:00,5.75,6.170000076293945,5.670000076293945,6.070000171661377,41786800,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-04-03 00:00:00-04:00,6.139999866485596,6.275000095367432,5.940000057220459,6.03000020980835,32121400,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-04-04 00:00:00-04:00,6.099999904632568,6.099999904632568,5.835000038146973,5.889999866485596,19465200,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-04-05 00:00:00-04:00,5.869999885559082,5.869999885559082,5.579999923706055,5.739999771118164,30541900,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-04-06 00:00:00-04:00,5.699999809265137,5.809999942779541,5.610000133514404,5.75,25308100,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-04-10 00:00:00-04:00,5.690000057220459,5.920000076293945,5.659999847412109,5.909999847412109,21151200,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-04-11 00:00:00-04:00,5.909999847412109,6.019999980926514,5.860000133514404,5.96999979019165,26455400,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-04-12 00:00:00-04:00,6.059999942779541,6.059999942779541,5.670000076293945,5.820000171661377,35905000,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-04-13 00:00:00-04:00,5.909999847412109,5.980000019073486,5.823999881744385,5.860000133514404,20527100,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-04-14 00:00:00-04:00,5.989999771118164,6.03000020980835,5.769999980926514,5.920000076293945,24086000,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-04-17 00:00:00-04:00,5.889999866485596,6.0,5.809999942779541,5.960000038146973,24908100,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-04-18 00:00:00-04:00,6.0,6.019999980926514,5.894999980926514,5.980000019073486,17036300,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-04-19 00:00:00-04:00,5.900000095367432,6.099999904632568,5.869999885559082,6.079999923706055,18337500,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-04-20 00:00:00-04:00,5.980000019073486,6.045000076293945,5.880000114440918,5.920000076293945,18844900,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-04-21 00:00:00-04:00,5.900000095367432,5.989999771118164,5.849999904632568,5.940000057220459,16723200,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-04-24 00:00:00-04:00,5.920000076293945,5.949999809265137,5.789999961853027,5.829999923706055,20058000,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-04-25 00:00:00-04:00,5.775000095367432,5.840000152587891,5.71999979019165,5.75,21036200,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-04-26 00:00:00-04:00,5.809999942779541,5.880000114440918,5.659999847412109,5.670000076293945,24210900,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-04-27 00:00:00-04:00,5.769999980926514,6.190000057220459,5.75,6.059999942779541,43199900,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-04-28 00:00:00-04:00,6.150000095367432,6.300000190734863,5.940000057220459,6.230000019073486,55605100,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-05-01 00:00:00-04:00,6.519999980926514,6.539999961853027,5.460000038146973,5.46999979019165,125423700,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-05-02 00:00:00-04:00,5.260000228881836,5.300000190734863,4.71999979019165,4.90500020980835,115499500,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-05-03 00:00:00-04:00,4.96999979019165,5.078999996185303,4.75,4.849999904632568,64212800,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-05-04 00:00:00-04:00,4.78000020980835,4.914999961853027,4.590000152587891,4.894999980926514,59715600,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
